Mention,Class
German,NATIONAL
Spain,LOCATION
Japanese invasion of China (1937),EVENT
Second Sino - Japanese War,EVENT
July 1937,PERIOD
Japan,LOCATION
Chinese,NATIONAL
Beijing,LOCATION
Marco Polo Bridge Incident,EVENT
Japanese,NATIONAL
China,LOCATION
Soviets,PERSON_TYPE
non - aggression pact,LEGAL
China,LOCATION
China,LOCATION
Germany,LOCATION
Generalissimo Chiang Kai - shek,PERSON
Shanghai,LOCATION
after three months,PERIOD
Shanghai,LOCATION
Japanese,NATIONAL
Chinese,NATIONAL
Nanking,LOCATION
December 1937,PERIOD
Nanking Massacre,EVENT
June 1938,PERIOD
Chinese,NATIONAL
Japanese,NATIONAL
Yellow River,LOCATION
Chinese,PERSON_TYPE
Wuhan,LOCATION
October,PERIOD
Japanese,NATIONAL
Chinese,NATIONAL
Japan,LOCATION
Chinese government,INSTITUTION
Chongqing,LOCATION
Japanese invasion of the Soviet Union and Mongolia (1938) ,NATIONAL
29 July 1938,PERIOD
Japanese,PERSON_TYPE
USSR,LOCATION
Battle of Lake Khasan,EVENT
Soviet,NATIONAL
Japanese,PERSON_TYPE
11 May 1939,PERIOD
Japanese-Mongolian border,LOCATION
Khalkhin Gol River,LOCATION
Japanese,NATIONAL
Mongolia,LOCATION
Red Army,ORGANISATION
first,MEASURE
Japanese Kwantung Army,INSTITUTION
Japanese government,INSTITUTION
Soviet government,INSTITUTION
China,LOCATION
US,LOCATION
European,NATIONAL
Pacific,LOCATION
Soviet,NATIONAL
Georgy Zhukov,PERSON
defence of Moscow,EVENT
European,NATIONAL
Anschluss,EVENT
Munich Agreement,LEGAL
German occupation of Czechoslovakia,EVENT
Molotov - Ribbentrop Pact,LEGAL
Europe,LOCATION
Germany and Italy,LOCATION
March 1938,PERIOD
Germany,LOCATION
Austria,LOCATION
European,NATIONAL
Hitler,PERSON
German,NATIONAL
Sudetenland,LOCATION
Czechoslovakia,LOCATION
German,NATIONAL
France and Britain,LOCATION
Germany,LOCATION
Munich Agreement,LEGAL
Czechoslovak government,INSTITUTION
Germany and Italy,LOCATION
Czechoslovakia,LOCATION
Hungary and Poland,LOCATION
Germany,LOCATION
Hitler,PERSON
British,NATIONAL
Czechoslovakia,LOCATION
one,MEASURE
Hitler,PERSON
British and Jewish,PERSON_TYPE
January 1939,PERIOD
German navy,INSTITUTION
British,NATIONAL
March 1939,PERIOD
Germany,LOCATION
Czechoslovakia,LOCATION
German Protectorate of  Bohemia and Moravia,LOCATION
German,NATIONAL
Slovak Republic,LOCATION
Hitler,PERSON
Danzig,LOCATION
France and Britain,LOCATION
Polish independence,EVENT
Italy,LOCATION
Albania,LOCATION
April 1939,PERIOD
Romania and Greece,LOCATION
Franco - British,NATIONAL
Poland,LOCATION
Germany and Italy,LOCATION
Pact of Steel,LEGAL
Hitler,PERSON
Britain and Poland,LOCATION
Germany,LOCATION
Anglo - German Naval Agreement and the German - Polish Non - Aggression Pact,LEGAL
Poland,LOCATION
non - aggression pact,LEGAL
German,NATIONAL
Danzig,LOCATION
Germany,LOCATION
Poles,PERSON_TYPE
Danzig,LOCATION
Poland,LOCATION
August 1939,PERIOD
Germany and the Soviet Union,LOCATION
Molotov - Ribbentrop Pact; a non - aggression treaty,LEGAL
western Poland and Lithuania,LOCATION
Germany,LOCATION
eastern Poland; Finland; Estonia; Latvia and Bessarabia,LOCATION
USSR,LOCATION
Polish independence,EVENT
Hitler,PERSON
Germany,LOCATION
two,MEASURE
World War I,EVENT
Poland,LOCATION
August,PERIOD
German,NATIONAL
Polish,NATIONAL
Italian foreign minister; Count  Ciano,PERSON
Hitler,PERSON
Poland,LOCATION
German,NATIONAL
Britain or France,LOCATION
23 August,PERIOD
Hitler,PERSON
26 August,PERIOD
Britain,LOCATION
Poland,LOCATION
Italy,LOCATION
British,NATIONAL
Germany,LOCATION
29 August,PERIOD
Polish,NATIONAL
Berlin,LOCATION
Danzig,LOCATION
Polish Corridor,LOCATION
Germany,LOCATION
German,NATIONAL
Poland,LOCATION
Poles,PERSON_TYPE
31 August,PERIOD
Germany,LOCATION
World War II,EVENT
Europe,LOCATION
1939 - 40,PERIOD
1 September 1939,PERIOD
Germany and Slovakia,LOCATION
German,NATIONAL
invaded Poland,EVENT
Poland,LOCATION
German,NATIONAL
3 September,PERIOD
France and Britain,LOCATION
Dominions of the British Commonwealth,LOCATION
Australia; Canada; New Zealand and South Africa,LOCATION
Germany,LOCATION
Poland,LOCATION
French attack into the Saarland,EVENT
Britain and France,LOCATION
Germany,LOCATION
3 September,PERIOD
Germany,LOCATION
U - boat,ARTIFACT
Allied,INSTITUTION
Battle of the Atlantic,EVENT
17 September 1939,PERIOD
Japan,LOCATION
Soviets,ORGANISATION
Poland,LOCATION
Polish army,INSTITUTION
Warsaw,LOCATION
Germans,PERSON_TYPE
27 September,PERIOD
6 October,PERIOD
Poland,LOCATION
Germany and the Soviet Union,LOCATION
Lithuania and Slovakia,LOCATION
Poles,PERSON_TYPE
Polish Underground State,ORGANISATION
Home Army,ORGANISATION
Allies,INSTITUTION
Europe and North Africa,LOCATION
100; 000,MEASURE
Polish,NATIONAL
Romania,LOCATION
Baltic,LOCATION
Germans,PERSON_TYPE
Poland,LOCATION
Enigma,ARTIFACT
France,LOCATION
Japan,LOCATION
first,MEASURE
Changsha,LOCATION
Chinese,NATIONAL
September,PERIOD
6 October,PERIOD
Hitler,PERSON
Britain and France,LOCATION
Poland,LOCATION
Germany and the Soviet Union,LOCATION
Chamberlain,PERSON
12 October,PERIOD
German Government,INSTITUTION
Hitler,PERSON
France,LOCATION
May of next year,PERIOD
December 1939,PERIOD
Britain,LOCATION
Germany,LOCATION
south Atlantic,LOCATION
Battle of the River Plate,EVENT
Poland,LOCATION
German - Soviet treaty,LEGAL
Lithuania,LOCATION
Soviet Union,LOCATION
Baltic,LOCATION
Soviet,NATIONAL
Finland,LOCATION
Soviet Union,LOCATION
November 1939,PERIOD
March 1940,PERIOD
Finnish,NATIONAL
France and the United Kingdom,LOCATION
Soviet,NATIONAL
Finland,LOCATION
Germans,PERSON_TYPE
Soviet,NATIONAL
USSR,LOCATION
League of Nations,INSTITUTION
Western Europe,LOCATION
British,NATIONAL
Continent,LOCATION
Phoney War,EVENT
British,NATIONAL
 Sitzkrieg  (sitting war) ,EVENT
Germans,PERSON_TYPE
April 1940,PERIOD
Soviet Union and Germany,LOCATION
February 1940,PERIOD
Soviets,ORGANISATION
German,NATIONAL
Germany,LOCATION
Allied,INSTITUTION
Western Europe,LOCATION
1940 - 41,PERIOD
April 1940,PERIOD
Germany,LOCATION
Denmark and Norway,LOCATION
Sweden,LOCATION
Allies,INSTITUTION
Norwegian,NATIONAL
Denmark,LOCATION
Allied,INSTITUTION
Norway,LOCATION
two months,PERIOD
British,NATIONAL
Norwegian,NATIONAL
British Prime Minister; Neville Chamberlain,PERSON
Winston Churchill,PERSON
10 May 1940,PERIOD
Germany,LOCATION
France,LOCATION
Belgium; the Netherlands; and Luxembourg,LOCATION
10 May 1940,PERIOD
Britain,LOCATION
Iceland,LOCATION
German,NATIONAL
Netherlands and Belgium,LOCATION
blitzkrieg,LOCATION
few days and weeks,PERIOD
French,NATIONAL
Maginot Line,LOCATION
Allied,INSTITUTION
Belgium,LOCATION
Ardennes,LOCATION
French,NATIONAL
Allied armies,INSTITUTION
British,NATIONAL
Dunkirk,LOCATION
June,PERIOD
10 June,PERIOD
Italy,LOCATION
France,LOCATION
France and Britain,LOCATION
Paris,LOCATION
14 June,PERIOD
eight days later,PERIOD
France,LOCATION
German and Italian,NATIONAL
Vichy Regime,EVENT
Germany,LOCATION
France,LOCATION
British,PERSON_TYPE
Germans,PERSON_TYPE
3 July,PERIOD
British,NATIONAL
June 1940,PERIOD
Soviet Union,LOCATION
Estonia; Latvia and Lithuania,LOCATION
Romanian region of Bessarabia,LOCATION
Nazi - Soviet,NATIONAL
19 July,PERIOD
Hitler,PERSON
British Empire,LOCATION
Britain,LOCATION
Lord Halifax,PERSON
Europe,LOCATION
Germany,LOCATION
Britain,LOCATION
Battle of Britain,EVENT
September,PERIOD
British,NATIONAL
Berlin,LOCATION
Germany,LOCATION
British,NATIONAL
the Blitz,EVENT
British,NATIONAL
French,NATIONAL
German Navy,INSTITUTION
Royal Navy,INSTITUTION
U - boats,ARTIFACT
British,NATIONAL
Atlantic,LOCATION
British,PERSON_TYPE
27 May 1941,PERIOD
German,NATIONAL
Bismarck,ARTIFACT
Battle of Britain,EVENT
Royal Air Force,INSTITUTION
Luftwaffe,INSTITUTION
German,NATIONAL
May 1941,PERIOD
United States,LOCATION
China,LOCATION
Western Allies,INSTITUTION
November 1939,PERIOD
American Neutrality Act,LEGAL
Allies,INSTITUTION
1940,PERIOD
German capture of Paris,EVENT
United States Navy,INSTITUTION
September,PERIOD
United States,LOCATION
American,NATIONAL
British,NATIONAL
American,NATIONAL
1941,PERIOD
Roosevelt,PERSON
United States,LOCATION
December 1940,PERIOD
Hitler,PERSON
US,LOCATION
the passage of Lend - Lease,CONCEPT
British,NATIONAL
January 1941,PERIOD
British,PERSON_TYPE
Germany,LOCATION
US,LOCATION
Italy,LOCATION
Germany,LOCATION
end of September 1940,PERIOD
Tripartite Pact,LEGAL
Japan; Italy and Germany,LOCATION
Axis Powers,INSTITUTION
Tripartite Pact,LEGAL
Soviet Union,LOCATION
Axis Power,INSTITUTION
three,MEASURE
Axis,INSTITUTION
November 1940,PERIOD
Hungary; Slovakia and Romania,LOCATION
Tripartite Pact,LEGAL
Romania,LOCATION
Axis,INSTITUTION
USSR,LOCATION
USSR,LOCATION
Ion Antonescu,PERSON
communism,CONCEPT
the Archive,INSTITUTION
four,MEASURE
first,MEASURE
from 1919-1940,PERIOD
Lithuanian independence,EVENT
World War I,EVENT
second,MEASURE
from 1941-1944,PERIOD
Nazi occupation of Lithuania,EVENT
third,MEASURE
from 1944-1991,PERIOD
Soviet regime,EVENT
fourth,MEASURE
from 1991 to the present,PERIOD
first,MEASURE
Constitution,LEGAL
Central National Archives,INSTITUTION
Kaunas,LOCATION
Lithuania,LOCATION
1921,PERIOD
peace treaty,LEGAL
Soviet Russia and Lithuania,LOCATION
Kaunas,LOCATION
Russia,LOCATION
Czarist regime,EVENT
second,MEASURE
Nazi rule,EVENT
the Archive,INSTITUTION
the Archive,INSTITUTION
Reichskommissariat Ostland,INSTITUTION
German,NATIONAL
the Archives,INSTITUTION
Office for Internal Affairs,INSTITUTION
Kaunas,LOCATION
third,MEASURE
two,MEASURE
1940,PERIOD
Soviet Union,LOCATION
the Archives,INSTITUTION
Vilnius,LOCATION
the Archives,INSTITUTION
NKVD,INSTITUTION
Soviet Union,LOCATION
after World War II,PERIOD
the Archives,INSTITUTION
NKVD,INSTITUTION
1960,PERIOD
the Archives,INSTITUTION
National Council of Soviet Union Archives,INSTITUTION
the Archives Law,LEGAL
Archives,INSTITUTION
Lithuanian Central State Archives,INSTITUTION
the Archives,INSTITUTION
Central Archives administration,INSTITUTION
Lithuanian Council of Ministers,INSTITUTION
the Archives,INSTITUTION
between 1918 and 1990,PERIOD
Lithuanian,NATIONAL
the Archives,INSTITUTION
Lithuanian Constitution,LEGAL
European Union legislation,LEGAL
the Archives,INSTITUTION
the Archives,INSTITUTION
from 1918 until 1990,PERIOD
The division of Sound and Image,INSTITUTION
Lithuania,LOCATION
since 1919,PERIOD
since 1850's,PERIOD
since 1950,PERIOD
since 1988 until the present day,PERIOD
Archives,INSTITUTION
31 000 linear meters,MEASURE
the Archive,INSTITUTION
177,MEASURE
Nazi occupation,EVENT
72 189,MEASURE
Nazi period,EVENT
390;000,MEASURE
middle of the 19th c,PERIOD
A. Strauss; J. Čechavičius; A. Fleury; V. Zatorskis,PERSON
J. Bulhakas; M. Smečechauskas; J. Karazija; J. Miežlaiškis; B. Buračas; A.Varnas; A. Mickus; V. Janiselis,PERSON
Soviet period,PERIOD
Lithuanian,NATIONAL
ELTA,MEDIA
J. Juknevičius; V. Kapočius; A. Žižiūnas,PERSON
20;000,MEASURE
Lithuanian,NATIONAL
Riga,LOCATION
Riga,LOCATION
1907,PERIOD
3;000,MEASURE
1988,PERIOD
the Archives,INSTITUTION
National Liberation Movement Sąjūdis,ORGANISATION
independence of Lithuania,EVENT
January 1991,PERIOD
partisans,PERSON_TYPE
the Archives,INSTITUTION
Lithuanian National Foundation; Inc,ORGANISATION
9;000,MEASURE
1910s– to date,PERIOD
Lumieres,PERSON
1895,PERIOD
the Archives,INSTITUTION
Lithuanian,NATIONAL
from 1918–1940,PERIOD
Lithuanian,NATIONAL
K. Lukšys; J.Milius; brothers Motūza-Beleckas; S. Vainalavičius; S. Uzdonas and J. Miežlaiškis,PERSON
World War II,EVENT
Lithuanian Film Studios,BUSINESS
Lithuanian,NATIONAL
1946–1990,PERIOD
Lithuanian,NATIONAL
Blue Horizon (Žydrasis horizontas);The Bridge (Tiltas); Ignotas Returned Home (Ignotas grįžo namo); The Turkeys (Kalakutai),CREATION
World War Z: An Oral History of the Zombie War (2006),CREATION
Max Brooks,PERSON
United Nations Postwar Commission,INSTITUTION
decade,MEASURE
World War Z,CREATION
Brooks,PERSON
The Zombie Survival Guide (2003),CREATION
The Good War: An Oral History of World War Two (1984),CREATION
Studs Terkel,PERSON
George A. Romero,PERSON
Brooks,PERSON
World War Z,CREATION
American isolationism,CONCEPT
survivalism,CONCEPT
Alan Alda; Mark Hamill; and John Turturro,PERSON
Audie Award,AWARD
2007,PERIOD
Marc Forster,PERSON
Brad Pitt,PERSON
2013,PERIOD
Max Brooks,PERSON
United Nations Postwar Commission,INSTITUTION
China,LOCATION
Chinese government,INSTITUTION
Taiwan,LOCATION
South Africa,LOCATION
Israel,LOCATION
Palestinian territories,LOCATION
Jews and Palestinians,PERSON_TYPE
ultra-Orthodox uprising,CONCEPTUAL
Israeli,NATIONAL
United States,LOCATION
Great Panic,EVENT
Pakistan and Iran,LOCATION
Iranian government,INSTITUTION
Pakistan,LOCATION
Iran,LOCATION
New York City,LOCATION
U.S. military,INSTITUTION
Yonkers,LOCATION
Battle of Yonkers,EVENT
South Africa,LOCATION
apartheid-era,PERIOD
Paul Redeker,PERSON
Japanese archipelago,LOCATION
Kamchatka,LOCATION
North America,LOCATION
northern Canada,LOCATION
Arctic,LOCATION
eleven million,MEASURE
cannibalism,CONCEPT
cannibalism,CONCEPT
United States,LOCATION
three,MEASURE
International Space Station,INSTALLATION
Chinese space station,INSTALLATION
ISS,INSTITUTION
American Great Plains and Central Asia,LOCATION
Earth,LOCATION
U.S.,LOCATION
Rocky Mountains,LOCATION
next decade,PERIOD
U.S. government,INSTITUTION
Re-education Act,LEGAL
Seven years after the outbreak,PERIOD
coast of Honolulu,LOCATION
USS Saratoga,INSTALLATION
U.S. President,TITLE
U.S. military,INSTITUTION
Indian Army,INSTITUTION
Great Panic,EVENT
Lobotomizer,ARTIFACT
Lobo,ARTIFACT
American,NATIONAL
three-year,PERIOD
United States,LOCATION
Ten years after the official end of the zombie war,PERIOD
millions,MEASURE
Cuba,LOCATION
China,LOCATION
Chinese Federation,LOCATION
Tibet,LOCATION
Chinese,NATIONAL
Lhasa,LOCATION
Russian orthodoxy,CONCEPT
Russia,LOCATION
Holy Russian Empire,LOCATION
Russians,NATIONAL
North Korea,LOCATION
British Isles,LOCATION
Ireland,LOCATION
British Royal Family,PERSON_TYPE
Ireland and the Isle of Man,LOCATION
Antonine Wall,INSTALLATION
Windsor Castle,INSTALLATION
Queen,TITLE
The Papacy,INSTITUTION
Roman Catholic Archdiocese of Armagh,INSTALLATION
France,LOCATION
Palace of Versailles,INSTALLATION
the catacombs,INSTALLATION
Paris,LOCATION
the catacombs,INSTALLATION
a quarter of a million,MEASURE
Iceland,LOCATION
Israelis and Palestinians,PERSON_TYPE
occupied territories,LOCATION
Unified Palestine,LOCATION
Mexico,LOCATION
Aztlán,LOCATION
Pacific Continent,LOCATION
Saudi Royal Family,PERSON_TYPE
Saudi Arabia,LOCATION
United Nations,ORGANISATION
Brooks,PERSON
World War Z,CREATION
The Zombie Survival Guide (2003),CREATION
The Zombie Survival Guide,CREATION
Max Brooks,PERSON
George Romero,PERSON
SDCC,EVENT
2007,PERIOD
Brooks,PERSON
The Good War: An Oral History of World War Two (1984),CREATION
Studs Terkel,PERSON
Terkel,PERSON
World War II,EVENT
World War Z: An Oral History of the Zombie War,CREATION
Brooks,PERSON
George A. Romero,PERSON
The Return of the Living Dead,CREATION
the living dead,CREATION
Batman,CREATION
The Dark Knight,CREATION
Brooks,PERSON
Transformers,CREATION
Brooks,PERSON
World War Z,CREATION
Brooks,PERSON
U.S. Army,INSTITUTION
National Archives of Belgium,INSTITUTION
French law of October 26th 1796 (5 Brumair V),LEGAL
Brussels,LOCATION
Ancien Régime,PERIOD
1831,PERIOD
Brussels,LOCATION
National Archives of Belgium,INSTITUTION
early nineteenth century,PERIOD
National State Archivist,TITLE
National Archives,INSTITUTION
1851,PERIOD
The “Archives Générales du Royaume”(National Archives of Belgium) and the “Archives de l’État dans les Provinces”(State Archives in the Provinces),INSTITUTION
State Archives,INSTITUTION
“Service Public Fédéral de Programmation Politique scientifique”(Belgian Federal Science Policy Office),INSTITUTION
Archives Générales du Royaume,INSTITUTION
Brussels,LOCATION
18,MEASURE
State Archives,INSTITUTION
State Archives,INSTITUTION
State Archives,INSTITUTION
State Archives,INSTITUTION
30 years,PERIOD
National Archives of Belgium 2 – Joseph Cuvelier repository,INSTITUTION
Federal Public Service Justice,INSTITUTION
Brussels-Capital Region,LOCATION
justices of peace; police tribunals; Court of Cassation,INSTITUTION
Federal Public Service Economy,INSTITUTION
Ministry for Reconstruction,INSTITUTION
http://search.arch.be/,WEBSITE
State Archives,INSTITUTION
Brexit,EVENT
United Kingdom (UK),LOCATION
European Union (EU),INSTITUTION
June 2016 referendum,EVENT
52%,MEASURE
EU,INSTITUTION
UK,LOCATION
European Union,INSTITUTION
Article 50 of the Treaty On European Union of EU member states,LEGAL
since 2007,PERIOD
UK,LOCATION
UE law – Article 50,LEGAL
two years,PERIOD
Britain,LOCATION
June 2016,PERIOD
two-year,PERIOD
UK,LOCATION
European Economic Community (EEC),INSTITUTION
EU,INSTITUTION
1973,PERIOD
EEC,INSTITUTION
1975 referendum,EVENT
67%,MEASURE
UK,LOCATION
Treaty of Rome,LEGAL
EEC,INSTITUTION
1957,PERIOD
1963,PERIOD
1967,PERIOD
President of France; Charles de Gaulle,PERSON
Britain,LOCATION
Britain,LOCATION
Europe,LOCATION
Britain,LOCATION
European,NATIONAL
de Gaulle,PERSON
French,NATIONAL
UK,LOCATION
third,MEASURE
Conservative Prime Minister Edward Heath,PERSON
European Communities Act 1972,LEGAL
1 January 1973,PERIOD
United Kingdom,LOCATION
EEC; or Common Market,INSTITUTION
Labour Party,ORGANISATION
Harold Wilson,PERSON
October 1974 general election,EVENT
Britain,LOCATION
EEC,INSTITUTION
EEC,INSTITUTION
1975 referendum,EVENT
United Kingdom European Communities membership referendum; 1975,EVENT
1975,PERIOD
United Kingdom,LOCATION
UK,LOCATION
EEC,INSTITUTION
EEC,INSTITUTION
Labour party;,ORGANISATION
2:1,MEASURE
one-day,PERIOD
26 April 1975,PERIOD
European,NATIONAL
European,NATIONAL
Harold Wilson,PERSON
Cabinet collective responsibility,LEGAL
Seven of the twenty-three,MEASURE
EEC,INSTITUTION
5 June 1975,PERIOD
UK,LOCATION
European Community (Common Market),INSTITUTION
UK,LOCATION
Shetland Islands,LOCATION
Outer Hebrides,LOCATION
67%,MEASURE
United Kingdom,LOCATION
EEC,INSTITUTION
United Kingdom European Community (Common Market) Membership Referendum 1975,EVENT
Labour Party,ORGANISATION
1983 general election,EVENT
EEC,INSTITUTION
Conservative,PERSON_TYPE
Margaret Thatcher,PERSON_TYPE
Labour Party,ORGANISATION
Maastricht Treaty,LEGAL
EEC,INSTITUTION
European Union,INSTITUTION
1 November 1993,PERIOD
Referendum Party,ORGANISATION
1994,PERIOD
Sir James Goldsmith,PERSON
1997 general election,EVENT
UK,LOCATION
EU,INSTITUTION
547,MEASURE
810;860,MEASURE
2.6%,MEASURE
Goldsmith,PERSON
505,MEASURE
UK Independence Party (UKIP),ORGANISATION
Eurosceptic,CONCEPTUAL
1993,PERIOD
third,MEASURE
UK,LOCATION
2004 European elections,EVENT
second,MEASURE
2009 European elections,EVENT
first,MEASURE
2014 European elections,EVENT
27.5%,MEASURE
first,MEASURE
1910 general election,EVENT
Labour or Conservative parties,ORGANISATION
2014,PERIOD
UKIP,ORGANISATION
two,MEASURE
Conservative MPs,TITLE
UKIP,ORGANISATION
MPs,TITLE
2015 general election,EVENT
UKIP,ORGANISATION
12.6%,MEASURE
one of the two,MEASURE
2014,PERIOD
Brexit,EVENT
Brexit,EVENT
Brexit,EVENT
Britain,LOCATION
Grexit,CONCEPT
Brexit,EVENT
UK,LOCATION
EU,INSTITUTION
Peter Wilding,PERSON
Euractiv,MEDIA
15 May 2012,PERIOD
2016 referendum,EVENT
United Kingdom European Union membership referendum; 2016,EVENT
United Kingdom European Union membership referendum; 2016,EVENT
United Kingdom European Union membership referendum; 2016,EVENT
Wikipedia,WEBSITE
2012,PERIOD
Prime Minister David Cameron,PERSON
UK,LOCATION
EU,INSTITUTION
BBC,MEDIA
prime minister,TITLE
UK,LOCATION
European Union,INSTITUTION
British,PERSON_TYPE
MPs,TITLE
UKIP,ORGANISATION
January 2013,PERIOD
Cameron,PERSON
Conservative,PERSON_TYPE
EU,INSTITUTION
before the end of 2017,PERIOD
2015,PERIOD
Conservative Party,ORGANISATION
2015 general election,EVENT
European Union Referendum Act 2015,LEGAL
Parliament,INSTITUTION
European Union,INSTITUTION
Cameron,PERSON
Conservative Ministers and MPs,TITLE
EU,INSTITUTION
cabinet collective responsibility,LEGAL
Cameron,PERSON
cabinet ministers,TITLE
EU,INSTITUTION
House of Commons,INSTITUTION
22 February 2016,PERIOD
Cameron,PERSON
23 June 2016,PERIOD
European Union,INSTITUTION
Article 50 of the Lisbon Treaty,LEGAL
Cameron,PERSON
Article 50,LEGAL
two-year,PERIOD
United Kingdom European Union membership referendum; 2016,EVENT
EU,INSTITUTION
Vote Leave,ORGANISATION
Leave,ORGANISATION
EU,INSTITUTION
Grassroots Out; and Better Off Out,ORGANISATION
EU,INSTITUTION
United Kingdom,LOCATION
Commonwealth Freedom of Movement Organisation,ORGANISATION
EU,INSTITUTION
Stuart Rose,PERSON
Britain Stronger in Europe,ORGANISATION
Remain,ORGANISATION
EU,INSTITUTION
Conservatives In; Labour in for Britain; #INtogether (Liberal Democrats); Greens for a Better Europe; Scientists for EU; Environmentalists For Europe; Universities for Europe and Another is Possible,ORGANISATION
United Kingdom European Union membership referendum; 2016,EVENT
morning of 24 June,PERIOD
52%,MEASURE
European Union,INSTITUTION
48%,MEASURE
European Union,INSTITUTION
United Kingdom European Union membership referendum; 2016,EVENT
Leave,ORGANISATION
Remain,ORGANISATION
UK,LOCATION
Cameron,PERSON
October,PERIOD
13 July,PERIOD
Theresa May,PERSON
Prime Minister,TITLE
George Osborne,PERSON
Chancellor of the Exchequer,TITLE
Philip Hammond,PERSON
Boris Johnson,PERSON
Secretary of State for Foreign and Commonwealth Affairs,TITLE
David Davis,PERSON
Secretary of State for Exiting the European Union,TITLE
Labour,ORGANISATION
Jeremy Corbyn,PERSON
4 July,PERIOD
Nigel Farage,PERSON
head of UKIP,TITLE
UK,LOCATION
Eurosceptic,CONCEPTUAL
UK,LOCATION
a week after the Brexit,PERIOD
EU,INSTITUTION
Europe,LOCATION
Dutch,NATIONAL
Geert Wilders,PERSON
Netherlands,LOCATION
Britain,LOCATION
Netherlands,LOCATION
European Union,INSTITUTION
British referendum,EVENT
Netherlands,LOCATION
European,NATIONAL
Eurosceptic movements,ORGANISATION
second,MEASURE
less than 60%,MEASURE
less than 75%,MEASURE
tens of thousands,MEASURE
EU,INSTITUTION
more than four million,MEASURE
Parliament,INSTITUTION
27 June 2016,PERIOD
David Cameron,PERSON
Britain,LOCATION
European Union,INSTITUTION
Home Secretary Theresa May,PERSON
Cameron,PERSON
Conservative,PERSON_TYPE
Prime Minister,TITLE
30 June,PERIOD
EU,INSTITUTION
Brexit,EVENT
Brexit,EVENT
9 July,PERIOD
EU,INSTITUTION
Commons Petitions Committee,ORGANISATION
5 September 2016,PERIOD
Article 50,LEGAL
EU,INSTITUTION
UK,LOCATION
Article 50,LEGAL
Article 50 of the Treaty on European Union,LEGAL
European Council,INSTITUTION
two year,PERIOD
Scottish independence referendum,EVENT
two years earlier,PERIOD
2016 referendum,EVENT
Article 50,LEGAL
Cameron,PERSON
Article 50,LEGAL
Civil Service,INSTITUTION
Foreign Affairs Select Committee,ORGANISATION
Cameron,PERSON
Conservative party conference in October,EVENT
Prime Minister,TITLE
Article 50,LEGAL
European Union,INSTITUTION
Prime Minister,TITLE
Prime Minister,TITLE
Article 50,LEGAL
EU,INSTITUTION
David Cameron,PERSON
EU referendum,EVENT
PM,TITLE
24 June 2016,PERIOD
uk,LOCATION
25 June 2016,PERIOD
second,MEASURE
Alan Renwick,PERSON
Constitution Unit of University College London,ORGANISATION
Article 50,LEGAL
Article 50,LEGAL
UK government,INSTITUTION
UK Government,INSTITUTION
Article 50,LEGAL
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
UK,LOCATION
Article 50,LEGAL
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
Article 7,LEGAL
EU,INSTITUTION
EU,INSTITUTION
Article 7,LEGAL
EU,INSTITUTION
UK,LOCATION
Article 50,LEGAL
Jean-Claude Juncker,PERSON
EU Commision,INSTITUTION
UK,LOCATION
Brexit,EVENT
29 June,PERIOD
European Council president Donald Tusk,PERSON
UK,LOCATION
European Single Market,INSTITUTION
four,MEASURE
German Chancellor Angela Merkel,PERSON
European Union,INSTITUTION
Cameron,PERSON
Prime Minister,TITLE
Article 50,LEGAL
EU,INSTITUTION
27 June 2016,PERIOD
senior Conservative Oliver Letwin,PERSON
Prime Minister,TITLE
UK,LOCATION
28 June 2016,PERIOD
EU Parliament,INSTITUTION
Article 50,LEGAL
EU,INSTITUTION
PM Theresa May,PERSON
EU,INSTITUTION
UK,LOCATION
Scotland,LOCATION
15 July 2016,PERIOD
May,PERSON
article 50,LEGAL
UK,LOCATION
article 50,LEGAL
Article 50,LEGAL
prime minister,TITLE
Article 50,LEGAL
Act of Parliament,LEGAL
Three,MEASURE
one,MEASURE
Article 50,LEGAL
Scottish Parliament,INSTITUTION
First Minister of Scotland Nicola Sturgeon,PERSON
Scotland,LOCATION
EU,INSTITUTION
Scotland,LOCATION
Brexit,EVENT
Two days,PERIOD
PM,TITLE
Theresa May,PERSON
Edinburgh,LOCATION
Sturgeon,PERSON
Scotland,LOCATION
UK,LOCATION
Bute House,INSTALLATION
May,PERSON
Scotland,LOCATION
UK,LOCATION
EU,INSTITUTION
first minister,TITLE
Scottish government,INSTITUTION
Article 50,LEGAL
19 July 2016,PERIOD
High Court,INSTITUTION
Article 50,LEGAL
prime minister,TITLE
end of 2016,PERIOD
Nicolas J. Firzli of the World Pensions Council (WPC),PERSON
Britain,LOCATION
Her Majesty's Government,INSTITUTION
Brussels,LOCATION
Article 50,LEGAL
UK,LOCATION
Prime Minister Theresa May,PERSON
EU,INSTITUTION
2016,PERIOD
European council,INSTITUTION
United Kingdom,LOCATION
article 50,LEGAL
May,PERSON
 20 July,PERIOD
Germany's Chancellor Angela Merkel,PERSON
UK,LOCATION
EU,INSTITUTION
European Union,INSTITUTION
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
UK Parliament,INSTITUTION
EU,INSTITUTION
European Economic Area (EEA),INSTITUTION
European Free Trade Association (EFTA),INSTITUTION
